"Year","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Total Syrian population",213,218,234,237,249,252,281,307,421,509,625,789,959,1176,1342,1493,1648,1782,1916,2109,2284,2463,2646,2813,2953,3046,3136,3241,3324,3470,3707,4183,4907,6057,8017,14093,27141,37880,40978,42467,42968,43942,44381,44534,45121,46064

